text,created_at,id,user,downtime
"@UPC Goeieavond! Klopt het dat het internet op 2665HJ bleiswijk down is? Alles meermaals gereset, zelfs de wifi hotspot doet niets!? Help??",12/08/2014 18:34:08,499262574836604000,Roy Hijdra,1
@UPC #Storing #2665 Geen TV,12/08/2014 18:48:47,499266261692731000,Walter van Krieken,1
"@upc Geen Telefoon, TV en internet bij 5706 MK. Wanneer is storing opgelost?",28/08/2014 05:52:29,504869103807766000,Bart van Grinsven,1
"@UWV_Webcare Hoi ik probeer een klacht te verzenden, maar ik krijg in alle browsers het zelfde fout melding.",11/08/2014 22:54:38,498965743158190000,pater,1
@VersioISP Is er een storing aan de gang voor Cloudbox? Geen nw. + templates lijken niet goed te installeren. (node6) en kan niet migreren.,12/08/2014 18:30:37,499261691226759000,Matthias Streulens,1
@XMS_Webcare zou fijn zijn als er ook om 03:00 nachts nog wel gewoon internet/tv zou zijn!,14/08/2014 01:13:57,499725581018468000,Roel Janssen,1
@YellowbrickNL de YB race viewer is niet beschikbaar in NL.... En noodzakelijk om de http://t.co/cxsOarcy8v te volgen op Android... #help?!,14/08/2014 18:59:32,499993743693709000,Huisarts NielsRossen,1
"@ZiggoWebcare Mijn wifi ligt er al de hele dag uit en heb de modem al twee keer herstart, wat te doen?",11/08/2014 21:52:44,498950168470102000,Marleen,1
@ZiggoWebcare Monteur vandaag geweest kink in de kabel gerepareerd en internet doet het weer! Twitterteam complimenten voor de snelle actie!,12/08/2014 18:50:47,499266765596422000,MarettaBos,1
@ZiggoWebcare internet blijft steeds wegvallen in Noord Limburg. Is deze week meerdere keren gebeurt en vandaag al 3x. Hoe kan dit?,20/08/2014 20:18:08,502187851531190000,Salida_,1
@ZiggoWebcare internet werkt weer wel maar niet optimaal en snel. Krijg af en toe de volgend melding http://t.co/B5IXMv8WXM,25/08/2014 21:39:28,504020256554516000,Rens,1
@stewelscher &lt;&lt; graag of de app over 24 uur weer werkt. ^JB,25/08/2014 22:04:47,504026627937140000,Ziggo Webcare,1
"@ZiggoWebcare  zit je tv te kijken via app bam weg?
en krijg dan melding alleen klanten van ziggo kunnen kijken?
terwijl ik ingelogd ben pff",25/08/2014 23:36:39,504049748694011000,onkruidje!,1
"@ZiggoWebcare Hoi, via kabel viel het ook weg. Nachtje slapen heeft het gefixt, waarschijnlijk (korte) werkzaamheden. Toch bedankt!",25/08/2014 23:40:46,504050783286210000,KoploperMau,1
"@ciscasp27 Hallo Cisca, als het goed is werkt de app nu weer. ^JB",28/08/2014 05:52:39,504869149483745000,Ziggo Webcare,1
"@flukx klopt, er was gisteren een storing gaande. Ondertussen moet deze nu weer werken. ^JB",28/08/2014 05:59:54,504870973586567000,Ziggo Webcare,1
"@GevadaNL Hallo Gevada, er was inderdaad een storing gaande. deze moet nu zijn oplgeost. Excuses voor het ongemak. ^JB",28/08/2014 06:09:50,504873473597247000,Ziggo Webcare,1
"@SwaantjeB Excuses voor de late reactie,  storing moet nu zijn opgelost. ^JB",28/08/2014 06:22:58,504876775181398000,Ziggo Webcare,1
"@NHendrikx Er was een storing gaande, deze moet nu opgelost zijn. ^JB",28/08/2014 06:23:45,504876974574411000,Ziggo Webcare,1
@3fm #mamaappelsap ik was m'n teen ondersteboven - nielson ft miss montreal - hoe,8/1/2014 19:34:26,495291483155881985,Alo Vera,0
Zo in #dansenmetdelsing een keiharde #LL14 preparty met... JOUW KANS OP KAARTEN! #etherrave #3fm,8/9/2014 23:59:32,498257300105474048,3FM,0
Festivaltent stort in tijdens de opbouw van het Belgische @pukkelpop: http://t.co/Sa3AiWujya #3FM #pkp14,8/12/2014 16:51:17,499236691828572160,3FM,0
De dames van @FirstAidKitBand gaven een exclusief optreden in de #3onStage container: http://t.co/wF2WpoEvLG #3FM #LL14 #3voor12,8/16/2014 18:12:05,500706577259954176,3FM,0
@9292 Dat noem ik service. Bedankt!,8/20/2014 7:47:48,501999021343637504,Sandra Janssen,0
"@ABNAMRO hoesje voor mijn pasje, dus snap niet hoe deze nu ook al stuk kan zijn....?!",8/1/2014 9:53:23,495145258485682176,Wouter,0
"@LuukHelleman Luuk, wat fijn dat je dat laat weten. Kan ik je hierover bellen? ^Floor",8/3/2014 17:02:41,495978072219615232,ABN AMRO,0
@ingnl want alleen op werkdagen? Volgende keer graag een antwoord met uitleg.,8/1/2014 14:06:55,495209061915586560,S,0
@patr1ckenschede Dat klinkt inderdaad als een vervelende kwestie Patrick. Stuur me anders even je klantnummer toe via een DM. ^Mike,8/26/2014 9:44:25,504202698615685120,Eneco,0
@vleessoep Met een rietje? ^Nicky,8/11/2014 16:06:10,498862949482889216,ING Nederland,0
@KLM Super! dankjewel! (Ook voor de snelle reactie :)),8/12/2014 3:17:46,499031966004412417,Charis Rooda,0
@klm Kan ik een vlucht boeken als ik over een paar weken een nieuw paspoort (en dus nieuw paspoortnummer) krijg?,8/12/2014 3:12:13,499030566390349825,Charis Rooda,0
@knab_nl @patrickheijman1 zo als alles bij knab glashelder duidelijk en gebruiksvriendelijk. Een moderne bank van en voor de gebruiker!,8/14/2014 20:08:07,500011001304334336,Pimm,0
Hollande en Gauck herdenken samen de Eerste Wereldoorlog http://t.co/dzx7j90cMX,8/3/2014 14:15:00,495935873461268481,NRC,0
Islamitische Staat heeft grootste stuwdam van Irak in handen  http://t.co/8f4W8DG1hQ,8/8/2014 18:46:56,497816247053340673,NRC,0
@nrc hieraan zien we wel dat oekraine niet om zijn burgers geeft.... eerst gooien ze steden plat en nu vinden ze het nog leuk ook,8/10/2014 12:02:11,498439162031513601,Menno hulshof,0
@MrBoembas Dat weten we nog niet precies. Je zou het kunnen navragen bij de producent: http://t.co/iaItUfGzDF,8/26/2014 13:39:47,504261928404135936,SBS6,0
@SBS6 is dit nieuwe MasterChef die nu draaid?,8/26/2014 16:47:58,504309288492617728,clown lieteke,0
@exposured_ De verwerking kan tot circa 48 uur duren voordat het zichtbaar is in je My T-Mobile pagina.  ^HK,8/14/2014 7:22:50,499818412328382464,T-Mobile Webcare,0
@markrickhoff Deze telefoonnummers worden automatisch voor minimaal een half jaar vastgezet na deactiveren. Het nummer wordt daarna binnen &gt;,8/13/2014 18:11:00,499619142761451520,T-Mobile Webcare,0
@tmobile_webcare ja gelukt! Thanks,8/13/2014 13:42:56,499551678589579266,Jonathan Vd Heijden,0
@ingnl ja vreemd is het. Ga ik zeker doen.Bedankt voor jullie reactie.,8/20/2014 9:06:58,502018946141532160,Sascha Smetsers,0
"@bibliotheek Toen ik je zag. Triest verhaal, maar aangrijpend.",8/2/2014 20:01:50,495660765664534528,Lieke Bullens,0
"@iiGiiovanni  Mooi zo! Bedankt voor de terugkoppeling. Groet, ^AV",8/1/2014 4:47:14,495068211042615297,Ziggo Webcare,0
"@trouw Tsja, en politie maar handhaven....Dit gedrag is erg maar los je niet op met politie. Op school leren inleven in anderen+weerbaarheid",8/28/2014 16:01:34,505022388137132033,Hilde Kalthoff,0
"Buienlijn na #buienlijn trekt vanmiddag vanaf de Noordzee over het land, soms gepaard met #onweer en #hagel. http://t.co/JSWkM7KgQr",8/15/2014 10:29:58,500227895952809984,MeteoGroup-Weer.nl,0
@tmobile_webcare Min nog steeds niet bijgewerkt! http://t.co/68NVYAU5vi,8/14/2014 5:39:41,499792454238081024,Don Ben,0
@RTLNieuwsnl Dubbele regenboog Tanthof Delft http://t.co/BuEb2Kd3Jt,8/19/2014 18:22:08,501796270286331904,jenny,0
@PostNL Ik neem het je ook niet kwalijk. Niet persoonlijk :P,8/20/2014 8:18:57,502006862821457920,Lars,0
@NS_online waarom wordt er op nachtnet niet gecontroleerd. Zit 1e klas stilte coupe. Maar zitten 2e klassers in die nogal luidruchtig zijn,8/3/2014 0:23:45,495726681060311041,Hans Oele,0
@Visagie4u Dankjewel! Voor nu een fijne avond toegewenst en tot horens!,8/26/2014 19:05:21,504343861578457088,KPN Webcare,0
@knab_nl maar je hebt ze wel #bot,8/14/2014 18:42:58,499989572265455616,Sander,0
"@KPNwebcare Nee hoor. Ik ben jullie even gaan volgen, dan kunnen we dit via DM voortzetten. Of kan ik beter bellen?",8/26/2014 6:10:32,504148872781123585,Anke Laterveer,0
"@h_elich Snap ik, is op dit moment niet anders. Bij kaartautomaat kan geen geldige toestemming voor reizen op rekening gegeven worden. ^TS",8/14/2014 16:45:41,499960058332332032,NS online,0
@Politie zou u  @ J_v_Baardwijk  kunnen beschermen tegen zichzelf en andere mensen tegen zijn kwetsende tweets? 1-,8/1/2014 22:24:59,495334402885681153,@Diekalemetdiebril,0
@premierleague Edwin Van Der Sar was better than Cech,8/9/2014 14:27:54,498113443275083776,Panda  Chapo,0
"@QPark_WebcareNL Wij betaalden laatst in een QPark garage op het vrijthof EUR 11,- voor 2 uurtjes parkeren!!! Zijn we misschien #opgelicht?",8/27/2014 5:56:06,504507628954062848,EPSI Recherche,0
OPCW: ingredinten sarin Syri vernietigd http://t.co/As7BWSPdFN,8/13/2014 13:34:30,499549557965852673,MSN.nl,0
@sebastiaanvd Die vind je hier http://t.co/wfL1zeFNbv Zij helpen je daar graag verder. Laat je ons weten als het gelukt is? 2/2,8/12/2014 14:36:16,499202716334579712,KPN Webcare,0
"@rencosch nee, dat is precies wat ik ook graag zou willen weten Renco (DS)",8/26/2014 19:42:42,504353261374423040,Interpolis,0
"@nickpreusterink Hi Nick,dat is een verschil! Het blijft een indicatie maar ik wil wel heel graag kijken hoe het precies hiermee zit!  (1)",8/28/2014 7:18:03,504890637951713280,Hi Webcare,0
"@bol_com Wat een smakelijke aktie, eentje waar ik graag aan meedoe!",8/8/2014 21:29:01,497857035745374209,Kynthia,0
De Amsterdamse haven heeft het eerst halfjaar flink meer goederen verwerkt dan in 2013 http://t.co/gERH0VAnOu,8/19/2014 16:56:02,501774602075648000,AT5,0
Bezwaar tegen getuigengehoor Linda de Mol in Miljoenenjachtzaak Arrold van den Hurk: http://t.co/wT32pXe70d http://t.co/Wu3W75sTjS,8/28/2014 6:35:46,504879997098926080,AD.nl,0
"@ABNAMRO Jan Paul! Zo sta ik ook in je klantenbestand. Wel vet zielig voor je dat je een nachtdienst hebt, med",8/10/2014 0:06:26,498259038065680384,Jan Paul Beukema,0
@marchut ..2/2 informatie van je kan achterhalen. Op deze manier is de melding snel duidelijk zichtbaar. ^Martijn,8/9/2014 9:10:21,498033531076227072,ABN AMRO,0
@mlpjanssen jouw NAW-gegevens en IBAN rekeingnummer te vermelden? ^LV,8/4/2014 13:29:11,496286728203034624,NS online,0
"@njacqueroux Nee helaas niet, ze hebben tot 18.00 om te bezorgen. Wacht je met smart op een brief? ^Anne",8/30/2014 13:31:50,505709480659943424,PostNL,0
@UPC alleen Wi-Fi blijft aan en uit springen,8/11/2014 10:35:21,498779698676387840,Ton de Jong,0
@marjorieschote1 Vervelend! We gaan je helpen. Had je het modem al van het stroom gehad? Wil je klantnr en adres via DM sturen? ^LB,8/3/2014 10:48:30,495883904252137472,Ziggo Webcare,0
@Zwitserleven Graag. Via DM?,8/27/2014 15:05:12,504645813759664128,Jan-Willem Mercx,0
"@Bas_Fratelli  Bedankt voor je geduld, Bas. Excuses voor het ongemak! Groet, ^AV",8/28/2014 14:55:54,505005860146647040,Ziggo Webcare,0
"@nljuggler  Gelukkig! Dat is wel de bedoeling, helaas is het in de praktijk niet altijd het geval. Groet, ^AV",8/28/2014 11:35:31,504955435045355521,Ziggo Webcare,0
"@ReubenEGC Goedemorgen Reuben, de nano simkaart is gisteren verstuurd, zal dus vandaag of morgen komen. ^JB",8/28/2014 6:40:30,504881191053692928,Ziggo Webcare,0
Kwalbert: Ik mest met de billen bloot &gt; http://t.co/XI8xYMgJRl,8/25/2014 13:50:12,503902163362656256,Spitsnieuws,0
"@JelleGVeldman Ja, betaal je niets voor. ^JW",8/27/2014 7:43:21,504534616687276032,NS online,0
@MarikeVermeer Dat is inderdaad vervelend. De vraag naar de luiers was veel groter dan wij ingeschat hadden. Sorry voor het ongemak. ^Eva,8/14/2014 10:14:48,499861691887550464,KruidvatService,0
@ingnl aha. Okay dan weet ik dat.  Bedankt Melin,8/1/2014 17:47:55,495264678038503425,martin de bruin,0
@koedelight Log je in via het Ziggo logo?,8/30/2014 18:25:14,505783317044940800,FOXSportsNL_cc,0
"@MichaelvanDalum @PostNL Als de bestelling dan nog niet is aangekomen, dan wil ik je vragen om dat bij ons aan te geven. ^IA 2/3",8/2/2014 14:00:12,495569760453951489,bol.com,0
"@t2krambo In zo'n geval komen we je graag tegemoet in de retourkosten, mijn excuses. Kun je in een DM je bestelnummer sturen?  ^AH",8/1/2014 14:01:25,495207676306280448,bol.com,0
@iPhonehoesjess Vervelend dat je dat vaak tegenkomt in onze winkel in Hoofddorp. Ik heb het doorgeven aan de manager. Excuses hiervoor. ^JdG,8/2/2014 14:46:54,495581511899705344,Albert Heijn,0
RT @leonhillen: VOPAK +15% op deze magere cijfers en verwachtingen !? Ik snap het soms ook even niet....,8/20/2014 7:09:29,501989378806542337,Guruwatch,0
"@nrc @trouw Schei toch uit, niet iedereen gaat ""netjes"" dood met alleen een laatste zucht. Krijgen nu niets meer terug voor onze premies?",8/28/2014 8:58:10,504915836059275265,Tanja Reintjes,0
@omroepbrabant tuurlijk altijd gratis,8/25/2014 7:28:56,503806215391281153,Berry van Gaal,0
@roeldewinter Ik stuur je zo ff een mailtje :) ^Frank,8/28/2014 10:33:46,504939893030920192,PostNL,0
"@computaal Dat ben ik met je eens, en daar werken we naartoe. Dit heeft wel wat voeten in de aarde hoor! ^JvH",8/11/2014 9:19:13,498760539569659905,T-Mobile Webcare,0
"@transavia ik zal mijn nummer sturen, ff kijken hoe dm werkt. Komt morgen",8/29/2014 18:57:29,505429045266624515,Dag Orakel,0
"Niemand hoeft te vrezen voor de gezondheid van Twente, die is niet in gevaar' #munsterman http://t.co/kn348eAvFL",8/20/2014 6:03:03,501972662160482304,Voetbalzone.nl,0
Guus Hiddink maakt vandaag zijn voorselectie bekend voor de duels met Itali (oefenduel) en Tsjechi (EK-kwalificatie). #wezijnbenieuwd,8/20/2014 5:40:43,501967039901483009,Voetbalzone.nl,0
@hans5861 Is de modem aangesloten op de hoofdaansluiting met een kabel van maximaal een meter? ^MT,8/11/2014 10:25:01,498777096869908480,Ziggo Webcare,0
"Teun reisde na zn studie door Nederland langs 400 stations. Epic 400 #stationsselfie, gewoon omdat het kan http://t.co/AtM4YKnHFA",8/12/2014 14:40:39,499203818434097153,NS online,0
"@Samsung_NL sinds de laatste update  paar weken terug start mijn toestel ""een galaxy note 2"" regelmatig automatisch opnieuw op! Hoe kan dit?",8/14/2014 9:28:49,499850118146035712,jitsie,0
@mrijkhoff Heb je al geprobeerd om de box te resetten en het dan nogmaals te proberen? ^MW,8/4/2014 13:52:52,496292691366645761,UPC Nederland,0
"@RipInSwitchez &lt;&lt; Zo ja, dan kun je dit bij de beheerder hiervan aankaarten. Lukt dit niet, dan horen we het graag! ^HD",8/9/2014 13:11:40,498094258499645440,Ziggo Webcare,0
"Tien voetbal gerelateerde paginas: Sitedeals: Linkpartners
Gepost Door: Lid
Bericht Tijd: 19-08-201... http://t.co/wRsnExlEHO #linkruil",8/19/2014 15:37:10,501754756440653825,sitedeals.nl,0
"@CindieY88 Ik ga mijn best doen. Mag ik de 3s code van je zending, zodat ik met je mee kan kijken? ^Wil",8/2/2014 11:13:11,495527728113020929,PostNL,0
"@NS_online Goedemorgen, bestelling opnieuw gedaan en gelukt! :)",8/11/2014 5:14:27,498698939206754304,Estevan Koch,0
@KLM Mag ik een deel van mijn vaders as meenemen in een plastic doosje,8/9/2014 21:25:44,498218598360678400,Deborah,0
@eurolacpuntnet 4/4 graag op deze faciliteiten. Het is uiteraard ook toegestaan voor moeders om borstvoeding te geven in het restaurant. ^EK,8/20/2014 11:57:26,502061847529664512,IKEA Helpt,0
Emmenaar verdacht van mishandeling en vernieling http://t.co/yXn2uTdW9r,8/2/2014 8:01:47,495479562289958912,Dagblad v/h Noorden,0
"@Belastingdienst :ik heb een vraag, ik ben opvolgend curator (familie) , per 1 aug, door rechter bevestigd, wat moet ik doen fiscaal gezien?",8/1/2014 10:24:52,495153182361010176,marcel hermsen,0
"@Renske_SP Dat hoort zeker niet, excuses hiervoor. Om welk product gaat het en heb je een ordernummer van de bestelling? ^JdG",8/2/2014 16:19:20,495604773484503041,Albert Heijn,0
@hjvanderklis Wat vervelend dat je hierdoor je aanlsuiting hebt gemist. Bij meer dan 30 min. kun je een GTBV claim indienen. ^FF,8/12/2014 17:05:32,499240280525381634,NS online,0
@victorwees Jij hebt iets besteld en betaald bij de afzender. Indien er bij het leveren iets verkeerd gaat is de afzender &gt;&gt;,8/11/2014 16:13:49,498864873980559360,PostNL,0
"@smetserke Natuurlijk; wil je ons daarvoor in DM je 06-nummer, postcode en geboortedatum doorgeven? Dank! ^JvH",8/20/2014 18:32:20,502161224189378560,T-Mobile Webcare,0
"@skoena Ja, continue je handen wassen nadat je iets had geschreven was ook niet alles ;)  ^RZ",8/13/2014 17:43:30,499612220201127936,UPC Nederland,0
"@HendrikvM &lt;&lt; ontstaat. Als je middels DM je postcode+huisnummer en klantnummer stuurt, zullen we kijken &gt;&gt;",8/4/2014 21:05:54,496401665982218241,Ziggo Webcare,0
"@RizaReads Gaan wij je bij helpen! Graag via een DM je klantnummer, smartcardnummer en adres doorsturen. Bvd! ^AV",8/28/2014 7:17:54,504890600949567488,Ziggo Webcare,0
Volgens trendwatcher @AdjiedjBakas begint op 1 januari De Grote Versobering. Lees nu de column http://t.co/Gj3HVJ7DX5 http://t.co/62LCk5RAkI,8/26/2014 8:07:56,504178415243919360,Zwitserleven,0
Ruim 5000 yezidi's gered uit bergen Irak &gt; http://t.co/JuDgcIUJPU,8/10/2014 7:00:13,498363168016850944,Spitsnieuws,0
@RJOosterbroek Yes! Daar word ik blij van Roland :) ^Anne,8/11/2014 16:13:31,498864801305858048,PostNL,0
"@milanvw Gelukkig kunnen de raampjes wel open, maar het kan idd aan de warme kant zijn met dit weer ^KJ",8/1/2014 15:08:32,495224567531864066,NS online,0
@ingnl helaas wel ja. Vakantie loopt dan richting einde en de reserveringen pakken ongunstig uit ben ik bang. Hopen dat het nog op tijd lukt,8/14/2014 13:01:06,499903540224344064,Arie van Wiggen,0
@gerhardhormann Zo is het maar net! Leen je wel vaker boeken van hem?,8/9/2014 16:14:20,498140229392670720,de Bibliotheek,0
"Nog 3,5 uur voor de aftrap van #Ajax - Vitesse! Tot die tijd tweeten we diverse #matchfacts rond dit duel! #ajavit",8/10/2014 9:00:02,498393323900379136,AFC Ajax,0
"@RobbertBloemdat is balen Robbert :(. Ik snap je punt, maar we doen ditom fraude te voorkomen.^Gerard",8/28/2014 15:04:21,505007986776223744,ING Nederland,0
@GVB_klanten hoe komt het nou Tog dat tram 1 richting amsterdam centraal soms niet komt wanneer die moet komen. Of vaak te veel te laat,8/12/2014 8:03:34,499103888176582656,Ferdi van Woerekom,0
"@Charcastisch Bel ons dan op 0800-0543, mijn collega helpt je verder. ^RI",8/29/2014 14:25:45,505360660449210368,Belastingdienst,0
Ajacieden in afwachting van CL-loting: http://t.co/00rslCvNjn #ucl #ajax,8/28/2014 12:06:48,504963303802953728,AFC Ajax,0
"@grootleeuw  Ai, dat is niet leuk! :-( Ik weet niet hoe het is gebeurt, maar ik wil wel onze excuses aanbieden voor het ongemak. ^AV",8/1/2014 7:19:22,495106498188832768,Ziggo Webcare,0
@NS_online En weer een week later... Inmiddels enig zicht op een reparatiedatum? De media heeft het ook opgepikt.,8/15/2014 8:06:00,500191664250814464,Almere-Poort,0
@MissTop40 Is je kaart beschadigd? ^MA,8/15/2014 6:53:56,500173526490705920,NS online,0
@aylatwork top! Als je nog vragen of opmerkingen hebt dan weet je ons te vinden! Mooie dag vandaag. ^Roy,8/25/2014 6:54:53,503797645807464448,ING Nederland,0
@bibliotheek nee nee elke dag een paar blz om het legen van het hoofd te bevorderen ;-),8/30/2014 8:22:01,505631512642195456,Esther,0
Filmfans opgelet: we geven kaartjes weg voor de eerste vertoning van The Maze Runner! Doe mee en win! http://t.co/FEIyZGYCB4 #MazeRunnerNL,8/25/2014 12:03:03,503875197238513664,bol.com,0
@KLM Ik krijg jullie werelddealweken mailing altijd maar was totaal vergeten dat ze er weer aan kwamen...dat scheelt  200 pp als we week,8/27/2014 13:44:58,504625621197414400,Janine Freriks,0
Lenovo verkoopt voor het eerst meer smartphones dan pc's: http://t.co/irL7GngkCg,8/14/2014 6:23:07,499803385818648579,NUtech,0
@NS_online Hahaha mooizo! Groeten uit Frankrijk trouwens en werkse vandaag :-),8/4/2014 8:36:56,496213184047763456,Arjan Kuiper,0
@bartvdeijnden Fijne tijd in Italie Bart! En ga je dat treinkaartje inlijsten? ;-). ^JS,8/4/2014 8:37:46,496213392823439360,NS online,0
@Harry_Dillema Deze poortjes zijn momenteel op een klein aantal stations in gebruik. Als je op een station (...),8/4/2014 8:33:28,496212308390326272,NS online,0
@MareilleDwars Omdat de ov-chipkaart al reeds in bezit is kan deze direct ingaan bij een nieuwe aanvraag. Wel zo handig. ^OS,8/4/2014 8:29:05,496211207209353216,NS online,0
"@Pathe vergeet mijn vorige tweet, had de reply verkeerd begrepen. Hopen dat 'ie in Nederland gaat uitkomen.",8/9/2014 20:05:30,498198406368882688,Vincent Doornekamp,0
@tmmymusic De release voor Tammy in NL is momenteel nog niet definitief. Even afwachten nog.,8/10/2014 8:45:35,498389684629041152,PATH,0
"@Hi_Webcare ah oke. Dat zit er al standaard bij, begrijp ik dus?",8/20/2014 8:33:26,502010508489527298,Justine,0
@niels218 Dat is balen! Wil je eens testen of het weer werkt nadat je de instellingen handmatig hebt doorgevoerd? Via: (1),8/20/2014 8:10:46,502004802742931456,Hi Webcare,0
"@iCulture dropbox, sinds het perfect integreert met mijn pc en iphone... Helaas voor de lage gratis opslag",8/26/2014 10:41:34,504217081374867456,Instakardo,0
@ReubenEGC Aandachttrekkerij?,8/25/2014 21:16:15,504014417592610816,iCulture,0
@Pathe  oke mooi er werd gezegt door zn vriendin dat er 3 uur wachttijd was,8/10/2014 9:56:11,498407454733258752,Frank v Waardhuizen,0
"@Tazza_ Hoi Tessa. We hebben het gister aan de postverzamelaar gegeven, komt eraan!:) ^Nena",8/26/2014 9:47:04,504203363983314944,PostNL,0
@PostNL netjes! Heb je toevallig een track&amp;trace code?,8/26/2014 9:51:50,504204563629752320,Cedric Hoogendoorn,0
"@RTLNieuwsnl @annemarierozen Wij ook, maar ze houden heimelijk hun kaken op mekaar over #MH17
Hebben duidelijk iets te verbergen.",8/25/2014 18:08:34,503967182901219328,Pim Brussee,0
@tmobile_webcare gedaan! Hoop nu dat jullie mij kunnen helpen!,8/3/2014 9:54:47,495870387448987648,Marlne Hendriks,0
@Ruggensteun Als het goed is hebt u van uw energieleverancier al bericht ontvangen. Vanaf deze datum hebt u 1 maand de tijd. ^SK,8/13/2014 14:33:16,499564349024112640,Enexis Webcare,0
Verschil tussen vraag Feyenoord en aanbod FC Porto is nog twee miljoen #clasie http://t.co/JPnlEKGrcE,8/20/2014 18:53:03,502166438153834496,Voetbalzone.nl,0
PVV Almere: 'Leve Zwarte Piet!' http://t.co/x3pMBJt2rJ #ZwartePiet,8/29/2014 8:36:22,505272734797279232,Powned.tv,0
Weer productiepauze voor de Ford B-Max http://t.co/8XSTehC5ND  #Ford,8/29/2014 15:37:47,505378787241238528,De Telegraaf,0
Volgens trendwatcher @AdjiedjBakas begint op 1 januari De Grote Versobering. Lees nu de column http://t.co/Gj3HVJ7DX5 http://t.co/D4R7rSeS0J,8/26/2014 8:06:54,504178158325997568,Zwitserleven,0
School doet aangifte na kraakactie &gt; http://t.co/BIwKwVyst8,8/19/2014 15:20:32,501750567988117505,Spitsnieuws,0
Weet je wat je ook niet moet doen... Een Ice Bucket Challenge op een paard! http://t.co/CQkdkjooq5,8/25/2014 7:11:23,503801797031772161,VKMag,0
@albertheijn Goedenavond! Kan ik jullie Perla-capsules ook gebruiken in een Krups Nespresso model XN 2007?,8/12/2014 16:43:49,499234812402864128,Michiel Kraijkamp,0
@NS_Wijchen Goed om te lezen! :-) ^LB,8/11/2014 17:14:38,498880182284201985,NS online,0
Voor het eerst in 5 jaar boekt Air Berlin winst in 2e kwartaal http://t.co/NsTJnm5N4I,8/20/2014 19:04:49,502169401295380480,Z24: zakelijk nieuws,0
"@YvetteBolten Hi Yvette, leuk dat je jouw abonnement wil verlengen! Ik wil graag het indicatieve overnamebedrag voor je (1)",8/25/2014 12:21:55,503879947069718528,Hi Webcare,0
@Bijuwels alvast veel plezier ermee :). Fijne avond. ^Frederike,8/25/2014 15:26:43,503926451633410048,ING Nederland,0
Chris Zegers verklapt de beste plek om op safari te gaan #video - http://t.co/xZzH5G9h1k,8/19/2014 15:39:02,501755225305526272,LINDA.magazine,0
"@FashionGoddessa Ik snap dat dat heel frustrerend is:( Fijn dat je 't niet persoonlijk op ons afuurt, dank! #magookweleensgezegdworden ^Nena",8/13/2014 7:45:58,499461845284315136,PostNL,0
@Waternet Gedaan!,8/15/2014 7:35:17,500183933339070464,:,0
@Interpolis eigen bijdrage oke. Maar het kan best gespreid. En met waarschuwing.,8/15/2014 17:29:46,500333540886982656,Peter de Koning,0
@ingnl ok thanks! Komt goed :),8/25/2014 14:32:35,503912829603561472,Martine de Ridder,0
Lenovo verkoopt voor het eerst meer smartphones dan pc's: http://t.co/irL7GngkCg,8/14/2014 6:23:07,499803385818648579,NUtech,0
Verloren Android-telefoon laat vinder eigenaar bellen: http://t.co/WwWAJSnbFm,8/9/2014 10:03:06,498046806954348544,NUtech,0
Gevechtspauze in groot deel Gazastrook http://t.co/xXy59tDCsH,8/4/2014 8:30:15,496211499505819649,MSN.nl,0
@KPNwebcare ja prima geholpen.,8/11/2014 8:04:30,498741737125605376,Joris ten Berg,0
"@DaniellevdLans Hej Danielle, er zit helaas geen garantie meer op de kussens van jouw EKTORP bank. Misschien kan je ze laten opvullen? ^KR",8/1/2014 7:41:53,495112162793521152,IKEA Helpt,0
@bibliotheek De Passievrucht van Karel Glastra van Loon en Verfhuid van Rascha Peper.,8/28/2014 10:18:04,504935941098987520,Audrey,0
"Wissels #Ajax: Leeuwenburgh, Duarte, Sigthrsson, El Ghazi, Tete, Denswil, Serero. #pecaja",8/3/2014 14:51:26,495945039348891648,AFC Ajax,0
Zelf goede productfoto's maken voor minder dan 200 euro? Dit artikel van @RTB_Benelux loodst je door de stappen http://t.co/yNOLKxvwap,8/4/2014 9:11:11,496221803157544960,Mijnwebwinkel,0
@xRegardless Je pakket ligt inderdaad voor de douane te wachten op vrijgeving. Hier heb ik helaas geen invloed op :( ^Nena,8/9/2014 8:04:21,498016923503054848,PostNL,0
@simyonl Dank voor Uw reactie. Maar ik bedoelde: welke instelling is nodig om te bellen/ gebeld met Samsung Tablet waarin Simyo Simkaart,8/29/2014 11:58:13,505323531828076544,Andr van den Berg,0
@telegraaf Zo gaat dat in the welvaart staat!,8/25/2014 14:21:22,503910007327707137,SoulSurvivor60,0
@RvScherpenzeel Dat is niet de bedoeling. Kun je voor een oplossing eens kijken op http://t.co/cqmgJph5PQ .^EB,8/27/2014 7:19:17,504528562469490688,UPC Nederland,0
"@ZeelandNet @toshiba1958 Het is NIET vervelend, maar HOOGST ieritant aan het worden",8/10/2014 12:00:55,498438843721203713,wimdehelpdesk,0
@ZeelandNet Hebben jullie ook een changelog van de aangekondigde update voor de Humax settopboxxen op 18 Augustus?,8/12/2014 12:41:44,499173891965976576,M v D,0
"@SanderNoijens  Vervelend, Sander! Graag de modem opnieuw opstarten en daarna wat verschillende Wi-Fi kanalen testen. Bvd! ^AV",8/12/2014 13:27:46,499185477585747969,Ziggo Webcare,0
